State,REGION,Occupation,Total_Employee,Hourly_Mean,Annual_Mean,Year
TX,Austin,Teacher Assistants,6010,*,25700,2018
TX,Austin,"Education, Training, and Library Workers, All Other",740,26.54,55190,2018
TX,Austin,"Arts, Design, Entertainment, Sports, and Media Occupations",18720,29.76,61910,2018
TX,Austin,Art Directors,440,40.29,83790,2018
TX,Austin,"Fine Artists, Including Painters, Sculptors, and Illustrators",70,17.56,36520,2018
TX,Austin,Multimedia Artists and Animators,1240,*,*,2018
TX,Austin,"Artists and Related Workers, All Other",30,23,47840,2018
TX,Austin,Commercial and Industrial Designers,260,26.7,55530,2018
TX,Austin,Fashion Designers,30,36.43,75770,2018
TX,Austin,Floral Designers,**,13.6,28290,2018
TX,Austin,Graphic Designers,1750,27.34,56860,2018
TX,Austin,Interior Designers,410,27.33,56840,2018
TX,Austin,Merchandise Displayers and Window Trimmers,880,14.6,30380,2018
TX,Austin,Set and Exhibit Designers,60,22.67,47150,2018
TX,Austin,Producers and Directors,910,39.71,82590,2018
TX,Austin,Coaches and Scouts,1660,*,50540,2018
TX,Austin,"Umpires, Referees, and Other Sports Officials",150,*,28210,2018
TX,Austin,Music Directors and Composers,60,34.37,71490,2018
TX,Austin,Musicians and Singers,370,36.22,*,2018
TX,Austin,Radio and Television Announcers,230,25.67,53390,2018
TX,Austin,Public Address System and Other Announcers,90,14.41,29960,2018
TX,Austin,Reporters and Correspondents,280,25.51,53060,2018
TX,Austin,Public Relations Specialists,4160,31.41,65330,2018
TX,Austin,Editors,970,*,*,2018
TX,Austin,Technical Writers,860,32.66,67940,2018
TX,Austin,Writers and Authors,330,29.32,60980,2018
TX,Austin,Interpreters and Translators,650,34.6,71960,2018
TX,Austin,"Media and Communication Workers, All Other",140,23.23,48320,2018
TX,Austin,Audio and Video Equipment Technicians,750,19.46,40470,2018
TX,Austin,Broadcast Technicians,90,19.18,39890,2018
TX,Austin,Sound Engineering Technicians,170,26.49,55090,2018
TX,Austin,Photographers,250,16.41,34140,2018
TX,Austin,"Camera Operators, Television, Video, and Motion Picture",200,31.99,66530,2018
TX,Austin,Film and Video Editors,190,23.92,49760,2018
TX,Austin,"Media and Communication Equipment Workers, All Other",110,29.43,61220,2018
TX,Austin,Healthcare Practitioners and Technical Occupations,47550,37.58,78160,2018
TX,Austin,Chiropractors,250,48.19,100240,2018
TX,Austin,"Dentists, General",670,70.37,146370,2018
TX,Austin,Dietitians and Nutritionists,400,25.24,52490,2018
TX,Austin,Optometrists,230,57.42,119430,2018
TX,Austin,Pharmacists,1410,59.85,124490,2018
TX,Austin,Family and General Practitioners,740,101.99,212130,2018
TX,Austin,"Internists, General",**,73.02,151880,2018
TX,Austin,Obstetricians and Gynecologists,210,128.67,267640,2018
TX,Austin,"Pediatricians, General",70,103,214250,2018
TX,Austin,Psychiatrists,**,87.74,182490,2018
TX,Austin,Surgeons,150,106.21,220910,2018
TX,Austin,"Physicians and Surgeons, All Other",1700,106.91,222370,2018
TX,Austin,Physician Assistants,560,51.94,108030,2018
TX,Austin,Occupational Therapists,530,35.95,74780,2018
TX,Austin,Physical Therapists,890,43.16,89770,2018
TX,Austin,Radiation Therapists,130,39.36,81870,2018
TX,Austin,Recreational Therapists,60,23.17,48190,2018
TX,Austin,Respiratory Therapists,730,28.41,59100,2018
TX,Austin,Speech-Language Pathologists,1110,34.72,72210,2018
TX,Austin,"Therapists, All Other",**,25.16,52340,2018
TX,Austin,Veterinarians,560,69.8,145180,2018
TX,Austin,Registered Nurses,13540,33.78,70260,2018
TX,Austin,Nurse Practitioners,820,49.72,103410,2018
TX,Austin,Audiologists,**,41.2,85690,2018
TX,Austin,"Health Diagnosing and Treating Practitioners, All Other",**,38.21,79470,2018
TX,Austin,Clinical Laboratory Technologists and Technicians,2110,24.04,50010,2018
TX,Austin,Dental Hygienists,1200,39.41,81980,2018
TX,Austin,Cardiovascular Technologists and Technicians,440,29.3,60940,2018
TX,Austin,Diagnostic Medical Sonographers,330,36.25,75410,2018
TX,Austin,Nuclear Medicine Technologists,60,37.47,77940,2018
TX,Austin,Radiologic Technologists,910,28.62,59540,2018
TX,Austin,Magnetic Resonance Imaging Technologists,170,36.58,76080,2018
TX,Austin,Emergency Medical Technicians and Paramedics,1510,22.41,46610,2018
TX,Austin,Dietetic Technicians,330,13.82,28740,2018
TX,Austin,Pharmacy Technicians,3110,17.06,35480,2018
TX,Austin,Psychiatric Technicians,360,16.02,33310,2018
TX,Austin,Surgical Technologists,860,24.25,50440,2018
TX,Austin,Veterinary Technologists and Technicians,1270,14.68,30530,2018
TX,Austin,Ophthalmic Medical Technicians,240,16.78,34900,2018
TX,Austin,Licensed Practical and Licensed Vocational Nurses,3780,22.39,46570,2018
TX,Austin,Medical Records and Health Information Technicians,1720,18.02,37470,2018
TX,Austin,"Opticians, Dispensing",390,17.16,35690,2018
TX,Austin,Orthotists and Prosthetists,60,38.1,79250,2018
TX,Austin,Hearing Aid Specialists,**,26.82,55790,2018
TX,Austin,"Health Technologists and Technicians, All Other",580,20.6,42850,2018
TX,Austin,Occupational Health and Safety Specialists,880,34.67,72110,2018
TX,Austin,Occupational Health and Safety Technicians,150,25.75,53550,2018
TX,Austin,Athletic Trainers,200,*,59480,2018
TX,Austin,Healthcare Support Occupations,21240,16.74,34810,2018
TX,Austin,Home Health Aides,1650,10.92,22710,2018
TX,Austin,Psychiatric Aides,1220,14.35,29850,2018
TX,Austin,Nursing Assistants,5250,13.74,28580,2018
TX,Austin,Occupational Therapy Assistants,230,38.18,79410,2018
TX,Austin,Physical Therapist Assistants,590,31.47,65460,2018
TX,Austin,Physical Therapist Aides,460,12.59,26190,2018
TX,Austin,Massage Therapists,1440,26.35,54810,2018
TX,Austin,Dental Assistants,2380,19.24,40020,2018
TX,Austin,Medical Assistants,4480,16.23,33760,2018
TX,Austin,Medical Equipment Preparers,290,15.28,31790,2018
TX,Austin,Medical Transcriptionists,**,16.82,34980,2018
TX,Austin,Pharmacy Aides,360,12.49,25970,2018
TX,Austin,Veterinary Assistants and Laboratory Animal Caretakers,560,12.09,25140,2018
TX,Austin,Phlebotomists,1240,16.94,35230,2018
TX,Austin,"Healthcare Support Workers, All Other",580,23.91,49730,2018
TX,Austin,Protective Service Occupations,21920,23.23,48320,2018
TX,Austin,First-Line Supervisors of Correctional Officers,200,33.22,69090,2018
TX,Austin,First-Line Supervisors of Police and Detectives,540,44.08,91680,2018
TX,Austin,First-Line Supervisors of Fire Fighting and Prevention Workers,300,38.79,80680,2018
TX,Austin,"First-Line Supervisors of Protective Service Workers, All Other",410,23.15,48160,2018
TX,Austin,Firefighters,2240,29.64,61650,2018
TX,Austin,Fire Inspectors and Investigators,**,26.2,54500,2018
TX,Austin,Bailiffs,**,20.39,42420,2018
TX,Austin,Correctional Officers and Jailers,**,21.45,44620,2018
TX,Austin,Detectives and Criminal Investigators,1500,34.7,72180,2018
TX,Austin,Parking Enforcement Workers,70,17.16,35700,2018
TX,Austin,Police and Sheriff's Patrol Officers,4590,32.99,68630,2018
TX,Austin,Animal Control Workers,70,17.05,35460,2018
TX,Austin,Security Guards,6740,14.98,31170,2018
TX,Austin,Crossing Guards,700,10.59,22040,2018
TX,Austin,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",1240,10.81,22480,2018
TX,Austin,Transportation Security Screeners,340,18.3,38070,2018
TX,Austin,"Protective Service Workers, All Other",810,12.42,25830,2018
TX,Austin,Food Preparation and Serving Related Occupations,108880,12.64,26280,2018
TX,Austin,Chefs and Head Cooks,680,26.17,54430,2018
TX,Austin,First-Line Supervisors of Food Preparation and Serving Workers,7730,21.27,44250,2018
TX,Austin,"Cooks, Fast Food",4360,10.1,21010,2018
TX,Austin,"Cooks, Institution and Cafeteria",2820,12.08,25130,2018
TX,Austin,"Cooks, Restaurant",12400,12.97,26980,2018
TX,Austin,"Cooks, Short Order",1030,10.47,21770,2018
TX,Austin,"Cooks, All Other",50,16.21,33710,2018
TX,Austin,Food Preparation Workers,5500,12.56,26120,2018
TX,Austin,Bartenders,5200,14.56,30280,2018
TX,Austin,"Combined Food Preparation and Serving Workers, Including Fast Food",31220,10.96,22800,2018
TX,Austin,"Counter Attendants, Cafeteria, Food Concession, and Coffee Shop",2720,11.18,23250,2018
TX,Austin,Waiters and Waitresses,21460,12.85,26720,2018
TX,Austin,"Food Servers, Nonrestaurant",2000,10.66,22170,2018
TX,Austin,Dining Room and Cafeteria Attendants and Bartender Helpers,4050,10.56,21960,2018
TX,Austin,Dishwashers,2980,11.25,23390,2018
TX,Austin,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",4240,11.15,23200,2018
TX,Austin,"Food Preparation and Serving Related Workers, All Other",440,11.15,23200,2018
TX,Austin,Building and Grounds Cleaning and Maintenance Occupations,29620,13.34,27760,2018
TX,Austin,First-Line Supervisors of Housekeeping and Janitorial Workers,840,20.17,41950,2018
TX,Austin,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",780,24.01,49930,2018
TX,Austin,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",13890,12.78,26590,2018
TX,Austin,Maids and Housekeeping Cleaners,6240,10.64,22140,2018
TX,Austin,Pest Control Workers,530,17.49,36380,2018
TX,Austin,Landscaping and Groundskeeping Workers,7230,14.42,30000,2018
TX,Austin,Tree Trimmers and Pruners,**,16.3,33890,2018
TX,Austin,Personal Care and Service Occupations,29410,12.84,26710,2018
TX,Austin,First-Line Supervisors of Personal Service Workers,1160,20.71,43080,2018
TX,Austin,Animal Trainers,150,17.08,35530,2018
TX,Austin,Nonfarm Animal Caretakers,1470,11.97,24900,2018
TX,Austin,Gaming and Sports Book Writers and Runners,170,12.89,26800,2018
TX,Austin,"Ushers, Lobby Attendants, and Ticket Takers",850,11.45,23810,2018
TX,Austin,Amusement and Recreation Attendants,1800,10.55,21950,2018
TX,Austin,"Locker Room, Coatroom, and Dressing Room Attendants",50,11.64,24210,2018
TX,Austin,Funeral Attendants,**,12.11,25200,2018
TX,Austin,"Morticians, Undertakers, and Funeral Directors",**,25.01,52010,2018
TX,Austin,Barbers,**,18.46,38400,2018
TX,Austin,"Hairdressers, Hairstylists, and Cosmetologists",3320,14.58,30320,2018
TX,Austin,Manicurists and Pedicurists,**,12.22,25410,2018
TX,Austin,Skincare Specialists,**,14.34,29840,2018
TX,Austin,Baggage Porters and Bellhops,200,10.54,21920,2018
TX,Austin,Concierges,170,16.19,33680,2018
TX,Austin,Tour and Travel Guides,350,12.22,25430,2018
TX,Austin,Childcare Workers,4650,11.71,24360,2018
TX,Austin,Personal Care Aides,7810,9.77,20320,2018
TX,Austin,Fitness Trainers and Aerobics Instructors,2190,18.69,38870,2018
TX,Austin,Recreation Workers,2070,13.86,28820,2018
TX,Austin,Residential Advisors,850,14.99,31190,2018
TX,Austin,"Personal Care and Service Workers, All Other",**,10.38,21600,2018
TX,Austin,Sales and Related Occupations,113400,23.22,48300,2018
TX,Austin,First-Line Supervisors of Retail Sales Workers,7220,21.67,45070,2018
TX,Austin,First-Line Supervisors of Non-Retail Sales Workers,2880,37.89,78810,2018
TX,Austin,Cashiers,21010,11.3,23490,2018
TX,Austin,Counter and Rental Clerks,3010,14.24,29620,2018
TX,Austin,Parts Salespersons,1210,17.64,36690,2018
TX,Austin,Retail Salespersons,33150,13.29,27630,2018
TX,Austin,Advertising Sales Agents,720,28.31,58890,2018
TX,Austin,Insurance Sales Agents,2930,25.95,53980,2018
TX,Austin,"Securities, Commodities, and Financial Services Sales Agents",3550,34.8,72380,2018
TX,Austin,Travel Agents,290,17.2,35780,2018
TX,Austin,"Sales Representatives, Services, All Other",13070,25.89,53840,2018
TX,Austin,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",10010,61.2,127290,2018
TX,Austin,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",8450,30.65,63750,2018
TX,Austin,Demonstrators and Product Promoters,450,15.47,32180,2018
TX,Austin,Real Estate Brokers,220,*,*,2018
TX,Austin,Real Estate Sales Agents,2040,33.88,70470,2018
TX,Austin,Sales Engineers,1010,56.5,117520,2018
TX,Austin,Telemarketers,890,19.92,41430,2018
TX,Austin,"Door-to-Door Sales Workers, News and Street Vendors, and Related Workers",200,16.68,34700,2018
TX,Austin,"Sales and Related Workers, All Other",1060,18.45,38380,2018
TX,Austin,Office and Administrative Support Occupations,174160,19.04,39600,2018
TX,Austin,First-Line Supervisors of Office and Administrative Support Workers,11020,31.14,64760,2018
TX,Austin,"Switchboard Operators, Including Answering Service",350,13.27,27600,2018
TX,Austin,Bill and Account Collectors,2500,17.18,35730,2018
TX,Austin,Billing and Posting Clerks,3180,19.52,40590,2018
TX,Austin,"Bookkeeping, Accounting, and Auditing Clerks",11370,20.61,42860,2018
TX,Austin,Payroll and Timekeeping Clerks,990,23.49,48850,2018
TX,Austin,Procurement Clerks,**,19.81,41210,2018
TX,Austin,Tellers,3600,14.01,29150,2018
TX,Austin,Brokerage Clerks,400,23.75,49390,2018
TX,Austin,"Court, Municipal, and License Clerks",1290,19.56,40690,2018
TX,Austin,"Credit Authorizers, Checkers, and Clerks",200,*,*,2018
TX,Austin,Customer Service Representatives,26500,16.54,34390,2018
TX,Austin,"Eligibility Interviewers, Government Programs",1630,21.65,45030,2018
TX,Austin,File Clerks,1030,15.56,32370,2018
TX,Austin,"Hotel, Motel, and Resort Desk Clerks",2060,11.3,23490,2018
TX,Austin,"Interviewers, Except Eligibility and Loan",790,15.92,33110,2018
TX,Austin,"Library Assistants, Clerical",350,15.27,31750,2018
TX,Austin,Loan Interviewers and Clerks,1850,21.02,43730,2018
TX,Austin,New Accounts Clerks,240,15.2,31620,2018
TX,Austin,Order Clerks,1460,18.34,38140,2018
TX,Austin,"Human Resources Assistants, Except Payroll and Timekeeping",1020,19.55,40660,2018
TX,Austin,Receptionists and Information Clerks,5170,14.05,29230,2018
TX,Austin,Reservation and Transportation Ticket Agents and Travel Clerks,**,19.99,41580,2018
TX,Austin,"Information and Record Clerks, All Other",2160,15.82,32900,2018
TX,Austin,Cargo and Freight Agents,**,21.21,44110,2018
TX,Austin,Couriers and Messengers,**,12.42,25820,2018
TX,Austin,"Police, Fire, and Ambulance Dispatchers",620,20.2,42010,2018
TX,Austin,"Dispatchers, Except Police, Fire, and Ambulance",1070,19.9,41390,2018
TX,Austin,"Meter Readers, Utilities",90,17.23,35830,2018
TX,Austin,Postal Service Clerks,330,23.88,49680,2018
TX,Austin,Postal Service Mail Carriers,1860,24.51,50970,2018
TX,Austin,"Postal Service Mail Sorters, Processors, and Processing Machine Operators",510,25.15,52300,2018
TX,Austin,"Production, Planning, and Expediting Clerks",1910,22.75,47320,2018
TX,Austin,"Shipping, Receiving, and Traffic Clerks",4350,15.58,32410,2018
TX,Austin,Stock Clerks and Order Fillers,11320,13.81,28730,2018
TX,Austin,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",170,14.36,29870,2018
TX,Austin,Executive Secretaries and Executive Administrative Assistants,8220,28.68,59660,2018
TX,Austin,Legal Secretaries,1140,19.59,40750,2018
TX,Austin,Medical Secretaries,7320,17.35,36090,2018
TX,Austin,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",17880,17.79,36990,2018
TX,Austin,Computer Operators,570,21.14,43960,2018
TX,Austin,Data Entry Keyers,3150,15.41,32060,2018
TX,Austin,Word Processors and Typists,**,17,35370,2018
TX,Austin,Desktop Publishers,30,19.53,40630,2018
TX,Austin,Insurance Claims and Policy Processing Clerks,2460,19.47,40500,2018
TX,Austin,"Mail Clerks and Mail Machine Operators, Except Postal Service",870,15.03,31270,2018
TX,Austin,"Office Clerks, General",27030,19.15,39840,2018
TX,Austin,"Office Machine Operators, Except Computer",500,16.21,33710,2018
TX,Austin,Statistical Assistants,250,26.5,55120,2018
TX,Austin,"Office and Administrative Support Workers, All Other",560,19.87,41320,2018
TX,Austin,"Farming, Fishing, and Forestry Occupations",1340,14.99,31180,2018
TX,Austin,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",40,27.46,57120,2018
TX,Austin,"Graders and Sorters, Agricultural Products",520,11.54,24000,2018
TX,Austin,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",250,12.12,25210,2018
TX,Austin,"Farmworkers, Farm, Ranch, and Aquacultural Animals",390,19.23,40010,2018
TX,Austin,Construction and Extraction Occupations,44110,20.79,43240,2018
TX,Austin,First-Line Supervisors of Construction Trades and Extraction Workers,5480,30.34,63100,2018
TX,Austin,Brickmasons and Blockmasons,**,22.65,47120,2018
TX,Austin,Carpenters,2950,19.07,39660,2018
TX,Austin,Tile and Marble Setters,210,16.6,34520,2018
TX,Austin,Cement Masons and Concrete Finishers,1920,18.4,38270,2018
TX,Austin,Construction Laborers,7310,15.45,32140,2018
TX,Austin,"Paving, Surfacing, and Tamping Equipment Operators",610,18.36,38180,2018
TX,Austin,Operating Engineers and Other Construction Equipment Operators,3580,19.27,40070,2018
TX,Austin,Drywall and Ceiling Tile Installers,1720,19.73,41040,2018
TX,Austin,Electricians,4520,26.12,54320,2018
TX,Austin,Glaziers,470,18.16,37780,2018
TX,Austin,"Insulation Workers, Floor, Ceiling, and Wall",390,17.34,36070,2018
TX,Austin,"Painters, Construction and Maintenance",1600,16.71,34760,2018
TX,Austin,Pipelayers,510,18.41,38300,2018
TX,Austin,"Plumbers, Pipefitters, and Steamfitters",3400,23.95,49810,2018
TX,Austin,Reinforcing Iron and Rebar Workers,330,20.21,42030,2018
TX,Austin,Roofers,810,16.63,34590,2018
TX,Austin,Sheet Metal Workers,750,23.05,47940,2018
TX,Austin,Structural Iron and Steel Workers,730,21.95,45650,2018
TX,Austin,Helpers--Carpenters,240,14.25,29630,2018
TX,Austin,Helpers--Electricians,860,14.76,30700,2018
TX,Austin,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",1030,14.21,29550,2018
TX,Austin,"Helpers, Construction Trades, All Other",450,14.34,29820,2018
TX,Austin,Construction and Building Inspectors,700,28.7,59690,2018
TX,Austin,Fence Erectors,**,15.69,32640,2018
TX,Austin,Hazardous Materials Removal Workers,320,19.56,40680,2018
TX,Austin,Highway Maintenance Workers,510,19.7,40970,2018
